2,1009,-120,11341304
-1,1001,-103,11352568
1,1002,-103,11363832
3,1000,-113,11389432
2,1007,-99,11414008
0,1007,-101,11427320
15,1011,-79,11438584
6,1004,-104,11452920
2,991,-98,11467256
9,996,-85,11478520
8,1005,-82,11490808
5,1001,-81,11508216
2,1009,-88,11519480
3,998,-80,11530744
-1,1007,-76,11543032
2,1014,-72,11554296
2,1005,-71,11567608
5,995,-73,11580920
3,1009,-71,11592184
-4,1013,-73,11605496
13,1003,-66,11617784
5,1014,-67,11630072
8,1007,-68,11642360
3,1010,-64,11653624
2,1020,-67,11667960
2,1001,-51,11680248
5,991,-50,11691512
-1,1005,-45,11702776
-1,992,-39,11714040
-3,1003,-39,11725304
2,993,-37,11737592
-4,1003,-30,11748856
-3,995,-20,11762168
-3,1008,-12,11773432
-14,1001,1,11787768
-5,1009,35,11799032
1,1020,49,11815416
-7,1005,33,11826680
-3,1009,3,11843064
5,1017,-47,11854328
7,1006,-48,11865592
1,1005,-54,11878904
-4,1007,-5,11939320
-3,1007,6,12031480
-2,1008,-14,12100088
-2,1007,-11,12139000
0,1009,-23,12161528
2,1007,-42,12247544
0,1009,0,12276216
0,1008,2,12330488
-4,1008,37,12588536
2,1009,-18,12706296
