12,1018,-27,15160824
8,1014,-18,15198712
3,1008,-29,15209976
4,1020,0,15221240
5,1016,-31,15234552
-2,1009,-33,15251960
7,1019,-36,15265272
7,1007,-47,15278584
7,1042,-55,15304184
9,1016,-53,15315448
5,1017,-56,15326712
7,1016,-60,15337976
12,1013,-62,15349240
8,1023,-68,15364600
10,1010,-67,15378936
11,999,-68,15392248
13,998,-77,15413752
7,1012,-81,15427064
17,1026,-81,15438328
7,1021,-82,15456760
7,1018,-88,15475192
8,1005,-84,15486456
13,998,-80,15502840
9,1008,-103,15547896
15,1033,-109,15575544
10,1012,-99,15587832
12,1012,-109,15606264
10,1007,-103,15619576
9,1006,-109,15632888
8,999,-114,15645176
5,1015,-123,15676920
7,1002,-116,15726072
7,1006,-118,15737336
9,1000,-125,15751672
9,980,-146,15771128
12,998,-135,15782392
8,1005,-133,15813112
