0,1004,-71,274936
0,1007,-67,299512
5,991,-74,310776
-1,1007,-72,322040
2,1012,-68,335352
4,999,-55,346616
8,1002,-67,384504
5,1008,-82,396792
8,999,-82,409080
6,1004,-51,422392
5,1001,-57,433656
4,1011,-46,444920
4,1003,-66,456184
5,1003,-59,470520
7,1010,-56,483832
6,1001,-54,495096
7,1005,-44,506360
5,1007,-54,519672
5,1010,-54,532984
7,1001,-50,545272
5,1013,-53,556536
-4,1023,-53,567800
10,1006,-56,583160
8,1011,-49,594424
3,997,-43,605688
4,996,-44,623096
4,1014,-45,637432
4,1004,-46,648696
5,1019,-42,662008
5,999,-46,673272
-2,1002,-36,687608
9,1016,-34,698872
9,1010,-30,712184
2,1015,-32,726520
0,1006,-25,737784
3,1021,-6,754168
3,992,-13,765432
-7,1002,-12,776696
2,1008,16,787960
-6,1016,21,799224
-3,993,18,810488
5,1008,8,821752
6,1015,-2,833016
2,1010,3,846328
4,1010,-4,867832
4,1009,-14,1117688
2,1010,14,1299960
