14,1008,-101
14,1008,-101
13,1011,-107
13,1013,-89
12,1007,-90
12,1008,-117
11,1013,-89
14,1014,-85
14,1006,-114
13,1011,-95
12,1012,-101
12,1009,-93
12,1011,-98
13,1011,-97
13,1011,-102
12,1009,-99
13,1011,-104
14,1011,-97
11,1012,-92
13,1012,-99
14,1011,-102
12,1010,-101
14,1007,-100
14,1008,-98
13,1010,-98
14,1011,-98
15,1011,-98
15,1011,-98
15,1011,-98
15,1011,-98
15,1011,-98
15,1011,-98
15,1011,-98
15,1011,-98
15,1011,-98
15,1011,-98
15,1011,-98
15,1011,-98
15,1011,-98
15,1011,-98
15,1011,-98
15,1011,-98
15,1011,-98
15,1011,-98
15,1011,-98
15,1011,-98
15,1011,-98
15,1011,-98
15,1011,-98
15,1011,-98
15,1011,-98
15,1011,-98
15,1011,-98
15,1011,-98
15,1011,-98
15,1011,-98
15,1011,-98
15,1011,-98
12,1010,-98
14,1010,-100
10,1013,-95
13,1011,-101
16,1010,-95
12,1009,-101
14,1010,-98
13,1012,-98
12,1011,-98
14,1011,-99
14,1011,-94
11,1011,-99
14,1011,-98
14,1011,-99
13,1010,-96
13,1010,-103
12,1011,-99
13,1011,-101
13,1011,-95
14,1009,-102
12,1012,-93
13,1011,-94
10,1011,-99
14,1009,-94
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
11,1012,-102
