12,1013,-97
12,1013,-97
12,1013,-97
16,1012,-66
12,1011,-96
12,1009,-104
12,1015,-84
13,1012,-93
10,1011,-89
13,1013,-92
12,1010,-96
13,1013,-101
10,1013,-92
13,1012,-92
13,1010,-93
12,1013,-87
13,1013,-95
13,1010,-94
14,1012,-93
13,1010,-99
11,1013,-94
10,1011,-93
14,1009,-96
15,1011,-90
11,1010,-96
13,1012,-91
13,1010,-95
11,1009,-98
11,1009,-98
11,1009,-98
11,1009,-98
11,1009,-98
11,1009,-98
11,1009,-98
11,1009,-98
11,1009,-98
11,1009,-98
11,1009,-98
11,1009,-98
11,1009,-98
11,1009,-98
11,1009,-98
11,1009,-98
11,1009,-98
11,1009,-98
11,1009,-98
11,1009,-98
11,1009,-98
11,1009,-98
11,1009,-98
11,1009,-98
11,1009,-98
11,1009,-98
11,1009,-98
11,1009,-98
11,1008,-95
11,1011,-93
13,1010,-96
12,1012,-92
11,1011,-93
12,1010,-97
16,1011,-97
14,1011,-96
13,1012,-93
13,1010,-96
13,1011,-97
12,1012,-97
15,1010,-96
13,1011,-96
10,1013,-93
13,1012,-94
12,1012,-95
14,1011,-95
10,1011,-94
14,1010,-89
13,1010,-96
15,1010,-95
11,1013,-95
11,1012,-95
13,1012,-96
13,1012,-96
13,1012,-96
13,1012,-96
13,1012,-96
13,1012,-96
13,1012,-96
13,1012,-96
13,1012,-96
13,1012,-96
13,1012,-96
13,1012,-96
13,1012,-96
13,1012,-96
13,1012,-96
13,1012,-96
13,1012,-96
13,1012,-96
13,1012,-96
13,1012,-96
13,1012,-96
13,1012,-96
13,1012,-96
13,1012,-96
11,1013,-89
12,1011,-96
12,1012,-93
12,1013,-95
12,1010,-95
13,1014,-91
11,1012,-98
12,1011,-95
13,1012,-95
10,1011,-95
11,1012,-94
12,1013,-94
12,1011,-92
14,1014,-92
14,1012,-93
12,1012,-93
13,1011,-97
13,1014,-92
14,1011,-96
11,1012,-95
11,1011,-93
13,1013,-94
10,1013,-97
12,1012,-94
13,1011,-87
13,1011,-87
13,1011,-87
13,1011,-87
13,1011,-87
13,1011,-87
13,1011,-87
13,1011,-87
13,1011,-87
13,1011,-87
13,1011,-87
13,1011,-87
13,1011,-87
13,1011,-87
13,1011,-87
13,1011,-87
13,1011,-87
13,1011,-87
13,1011,-87
13,1011,-87
13,1011,-87
13,1011,-87
13,1011,-87
13,1011,-87
13,1011,-87
13,1011,-87
13,1011,-87
13,1011,-87
12,1013,-94
13,1011,-95
11,1010,-101
12,1013,-98
12,1012,-94
12,1010,-93
12,1012,-96
13,1011,-93
11,1013,-96
13,1011,-93
12,1010,-96
14,1011,-96
12,1011,-94
12,1011,-95
10,1012,-98
12,1011,-93
13,1010,-95
15,1010,-95
13,1011,-92
13,1012,-96
15,1011,-93
13,1012,-97
11,1012,-96
13,1010,-96
14,1013,-96
14,1013,-96
14,1013,-96
14,1013,-96
14,1013,-96
14,1013,-96
14,1013,-96
14,1013,-96
14,1013,-96
14,1013,-96
14,1013,-96
14,1013,-96
14,1013,-96
14,1013,-96
14,1013,-96
14,1013,-96
14,1013,-96
14,1013,-96
14,1013,-96
14,1013,-96
12,1013,-95
14,1010,-95
17,1009,-94
15,1011,-95
16,1011,-100
13,1013,-93
11,1010,-96
12,1013,-92
10,1012,-93
11,1010,-98
13,1013,-91
12,1011,-95
12,1012,-99
7,1011,-93
8,1010,-95
10,1013,-94
12,1009,-96
15,1010,-97
18,1013,-95
17,1008,-96
12,1010,-92
10,1012,-97
10,1011,-92
10,1012,-95
10,1012,-95
10,1012,-95
10,1012,-95
10,1012,-95
10,1012,-95
10,1012,-95
10,1012,-95
10,1012,-95
10,1012,-95
10,1012,-95
10,1012,-95
10,1012,-95
10,1012,-95
10,1012,-95
10,1012,-95
10,1012,-95
10,1012,-95
10,1012,-95
10,1012,-95
1,1175,-30
41,1219,-32
-56,993,-75
19,977,-130
64,909,-122
35,952,-94
8,957,33
-1,1107,-12
16,1033,-78
11,1051,-213
18,1031,-40
19,1001,-56
17,939,-87
-13,1012,-118
-110,1038,-162
-56,1179,-39
26,1108,-20
54,910,-123
18,870,-83
52,1001,-121
78,1138,-117
68,1167,-54
33,1054,-81
12,919,-73
-9,892,-113
-9,892,-113
-9,892,-113
-9,892,-113
-9,892,-113
-9,892,-113
-9,892,-113
-9,892,-113
-9,892,-113
-9,892,-113
-9,892,-113
-9,892,-113
-9,892,-113
-9,892,-113
-9,892,-113
-9,892,-113
-9,892,-113
-9,892,-113
-9,892,-113
-9,892,-113
17,1038,-93
24,1007,-75
25,1022,-58
23,1000,-73
9,990,-116
-2,1013,-86
-4,989,-76
3,1023,-56
16,1002,-95
16,1029,-103
11,992,-66
18,980,-87
24,976,-93
27,1002,-98
39,1027,-79
98,1197,-102
98,1150,-92
49,1095,-34
-55,973,-57
-83,928,-166
-47,956,-43
7,1023,-107
40,1013,-135
47,1062,-47
49,1017,-55
49,1017,-55
49,1017,-55
49,1017,-55
49,1017,-55
49,1017,-55
49,1017,-55
49,1017,-55
49,1017,-55
49,1017,-55
49,1017,-55
49,1017,-55
49,1017,-55
49,1017,-55
49,1017,-55
49,1017,-55
49,1017,-55
49,1017,-55
49,1017,-55
49,1017,-55
-9,1029,-84
-23,988,-74
-16,990,-84
14,1017,-47
31,1042,-73
37,1064,-105
21,1025,-99
14,1001,-68
-4,949,-52
-3,998,-100
-4,1069,-114
6,1063,-76
-24,1029,-80
-18,988,-28
-23,1005,-94
-25,925,-45
-12,958,-74
6,1007,-114
22,1047,-91
28,1059,-35
30,1074,-80
37,1037,-105
29,1042,-68
34,1022,-71
27,1001,-44
27,1001,-44
27,1001,-44
27,1001,-44
27,1001,-44
27,1001,-44
27,1001,-44
27,1001,-44
27,1001,-44
27,1001,-44
27,1001,-44
27,1001,-44
27,1001,-44
27,1001,-44
27,1001,-44
27,1001,-44
27,1001,-44
27,1001,-44
27,1001,-44
27,1001,-44
-25,1015,-138
-5,1060,-29
-19,1049,-11
-5,1043,-88
8,1008,-105
13,1021,-33
21,990,-87
34,996,-95
26,1000,-10
25,1009,-84
38,1011,-105
46,1082,-55
25,1082,-76
-5,1034,-68
-26,1002,-20
-17,954,-48
9,979,-82
20,1040,-125
27,1087,-88
28,1057,-66
16,1036,-50
3,967,-66
4,980,-34
13,1006,-77
25,1026,-132
25,1026,-132
25,1026,-132
25,1026,-132
25,1026,-132
25,1026,-132
25,1026,-132
25,1026,-132
25,1026,-132
25,1026,-132
25,1026,-132
25,1026,-132
25,1026,-132
25,1026,-132
25,1026,-132
25,1026,-132
25,1026,-132
25,1026,-132
25,1026,-132
25,1026,-132
30,979,-126
16,1107,-59
-9,994,54
-24,948,-52
-24,951,-96
30,937,-162
41,1038,-107
55,1066,4
28,1079,-69
-3,979,-82
-17,991,-69
-31,927,-67
11,997,-81
36,1067,-49
41,1058,-82
30,1042,-98
-1,1032,-27
-1,960,-36
0,952,-90
10,1012,-73
18,1017,-79
31,1063,-84
5,1001,-60
4,981,-8
5,999,-57
5,999,-57
5,999,-57
5,999,-57
5,999,-57
5,999,-57
5,999,-57
5,999,-57
5,999,-57
5,999,-57
5,999,-57
5,999,-57
5,999,-57
5,999,-57
5,999,-57
5,999,-57
5,999,-57
5,999,-57
5,999,-57
5,999,-57
4,962,-31
46,992,-98
62,1025,-74
30,982,-35
-56,966,-25
-76,921,-168
35,1126,-95
18,1038,-30
-11,1031,5
93,1057,-92
39,1018,-135
-21,989,-48
-68,981,-86
-15,1041,-69
39,1031,-57
60,1129,109
63,1027,-410
-17,1128,236
-13,933,-494
-18,1057,403
29,928,-350
-4,1081,2
16,1025,-90
18,1010,-106
14,1017,-71
14,1017,-71
14,1017,-71
14,1017,-71
14,1017,-71
14,1017,-71
14,1017,-71
14,1017,-71
14,1017,-71
14,1017,-71
14,1017,-71
14,1017,-71
14,1017,-71
14,1017,-71
14,1017,-71
14,1017,-71
14,1017,-71
14,1017,-71
14,1017,-71
14,1017,-71
-46,1018,13
15,1059,16
9,857,-702
78,1148,480
43,1036,-32
2,825,-330
-5,1038,-186
-44,1054,61
6,989,-171
32,1061,-49
41,1053,-41
14,1000,-225
-4,936,-144
-9,1037,-60
18,1020,7
11,990,-204
3,1000,-55
3,949,-78
50,1011,-200
32,1056,-44
-9,1066,-119
-37,1020,-82
1,989,-158
23,1026,-54
51,951,-86
51,951,-86
51,951,-86
51,951,-86
51,951,-86
51,951,-86
51,951,-86
51,951,-86
51,951,-86
51,951,-86
51,951,-86
51,951,-86
51,951,-86
51,951,-86
51,951,-86
51,951,-86
51,951,-86
51,951,-86
51,951,-86
51,951,-86
22,982,274
-56,1027,56
3,955,-319
75,1082,-291
37,1067,-59
-42,965,39
-32,915,-121
70,1046,3
58,1022,-45
-37,1013,-198
-54,992,-133
15,1030,-61
54,1029,-24
32,953,-48
14,906,-163
2,1058,-176
-12,1023,-107
6,1052,22
25,1008,-30
14,919,-70
-35,1014,-182
42,1046,-144
28,1051,-49
14,1060,-58
6,1001,-97
6,1001,-97
6,1001,-97
6,1001,-97
6,1001,-97
6,1001,-97
6,1001,-97
6,1001,-97
6,1001,-97
6,1001,-97
6,1001,-97
6,1001,-97
6,1001,-97
6,1001,-97
6,1001,-97
6,1001,-97
6,1001,-97
6,1001,-97
6,1001,-97
6,1001,-97
6,1001,-97
6,1001,-97
6,1001,-97
6,1001,-97
6,1001,-97
6,1001,-97
6,1001,-97
6,1001,-97
6,1001,-97
6,1001,-97
6,1001,-97
6,1001,-97
22,982,-144
-6,1021,-14
-24,1011,-267
22,1021,-52
31,931,-12
18,1046,-111
-2,1044,-17
6,969,-171
11,942,-77
32,1058,-56
0,1055,-19
-1,918,-167
-1,974,-138
-4,1016,-58
39,976,-57
22,1067,-110
-8,1035,-82
13,1012,-102
25,1003,-29
5,988,-50
6,1019,-153
5,1007,-84
14,1008,-18
19,1007,-78
12,1042,-109
12,1042,-109
12,1042,-109
12,1042,-109
12,1042,-109
12,1042,-109
12,1042,-109
12,1042,-109
12,1042,-109
12,1042,-109
12,1042,-109
12,1042,-109
12,1042,-109
12,1042,-109
12,1042,-109
12,1042,-109
12,1042,-109
12,1042,-109
12,1042,-109
12,1042,-109
-9,934,-67
18,957,-233
-2,966,-218
67,1084,63
32,1007,-9
-36,904,-164
0,997,-141
49,1044,-72
10,1055,-10
-74,699,29
115,1300,-320
36,984,56
-76,1071,-184
19,951,-26
28,1025,72
40,1120,-78
10,1046,-171
-15,970,-134
17,1001,0
21,1031,-48
-9,1027,-171
15,1019,-37
14,1077,-12
16,1038,-47
16,1038,-47
16,1038,-47
16,1038,-47
16,1038,-47
16,1038,-47
16,1038,-47
16,1038,-47
16,1038,-47
16,1038,-47
16,1038,-47
16,1038,-47
16,1038,-47
16,1038,-47
16,1038,-47
16,1038,-47
16,1038,-47
16,1038,-47
16,1038,-47
16,1038,-47
16,1038,-47
16,1038,-47
16,1038,-47
16,1038,-47
16,1038,-47
16,1038,-47
16,1038,-47
16,1038,-47
5,1005,-66
26,1018,-35
2,991,-110
-11,1047,-158
27,1043,-42
25,999,-53
-7,950,16
10,981,-55
8,981,-103
19,1034,-140
-11,1043,-132
16,1014,114
16,1036,-29
4,988,-147
-28,999,-134
14,997,-131
61,1020,64
44,1047,-44
-24,948,-160
-10,984,-31
39,1032,-16
10,1054,-107
2,1002,-49
-6,1021,-43
19,988,-38
19,988,-38
19,988,-38
19,988,-38
19,988,-38
19,988,-38
19,988,-38
19,988,-38
19,988,-38
19,988,-38
19,988,-38
19,988,-38
19,988,-38
19,988,-38
19,988,-38
19,988,-38
19,988,-38
19,988,-38
19,988,-38
19,988,-38
19,988,-38
19,988,-38
19,988,-38
19,988,-38
-7,973,-149
6,942,-195
6,1021,-33
10,1011,-89
8,1082,-49
10,1080,63
28,1042,-50
-9,992,-109
17,993,-69
5,990,-46
-4,965,-115
17,1026,-99
18,1081,-2
8,1028,-38
10,1064,-50
-2,1039,-108
8,1033,-68
47,1011,-43
-9,1003,-43
28,913,-45
35,900,-67
-44,1010,-142
-28,913,-173
25,1128,0
19,1062,51
19,1062,51
19,1062,51
19,1062,51
19,1062,51
19,1062,51
19,1062,51
19,1062,51
19,1062,51
19,1062,51
19,1062,51
19,1062,51
19,1062,51
19,1062,51
19,1062,51
19,1062,51
19,1062,51
19,1062,51
19,1062,51
19,1062,51
18,902,-388
-12,886,-24
12,815,-37
-27,870,65
16,1082,-168
42,1178,-218
27,1234,29
-11,1271,79
14,934,98
31,844,-102
37,958,11
-44,754,-441
15,1010,-143
19,1043,-143
12,1058,16
3,1184,109
-6,1156,91
20,1055,1
26,1064,-162
-10,961,-117
18,979,-123
9,1004,-33
9,994,-87
18,1028,-107
1,1047,-42
1,1047,-42
1,1047,-42
1,1047,-42
1,1047,-42
1,1047,-42
1,1047,-42
1,1047,-42
1,1047,-42
1,1047,-42
1,1047,-42
1,1047,-42
1,1047,-42
1,1047,-42
