7,998,58,3073352
7,998,58,3076000
7,998,58,3078672
7,998,58,3081344
7,998,58,3084008
7,998,58,3086680
7,998,58,3089352
7,998,58,3092016
9,921,53,3094688
9,975,53,3097360
9,1000,54,3100024
9,1000,54,3102696
9,1000,54,3105368
9,943,49,3108040
9,985,49,3110704
9,997,49,3113376
9,997,49,3116048
9,862,31,3118712
10,931,29,3121384
10,979,13,3124056
10,979,13,3126720
6,911,-7,3129392
7,960,-15,3132064
17,1010,-18,3134736
17,1010,-18,3137400
-1,887,-45,3140072
8,960,-36,3142744
3,983,-29,3145408
6,992,-30,3148080
6,992,-30,3150744
41,951,-77,3153416
32,986,-55,3156088
29,1005,-48,3158760
29,1005,-48,3161424
-26,815,-17,3164096
-9,912,-25,3166768
1,951,-29,3169432
1,951,-29,3172104
11,892,-55,3174776
13,953,-49,3177440
11,993,-40,3180112
11,993,-40,3182776
-5,939,-94,3185448
5,970,-77,3188120
7,988,-63,3190792
11,995,-56,3193456
11,995,-56,3196128
19,920,-98,3198792
18,963,-74,3201464
16,996,-59,3204136
15,998,-57,3206800
15,998,-57,3209472
7,943,-37,3212144
10,976,-38,3214808
10,985,-42,3217480
10,985,-42,3220152
8,928,-10,3222816
11,966,-30,3225488
11,980,-34,3228152
11,980,-34,3230824
12,922,-53,3233496
12,973,-48,3236160
12,989,-48,3238832
12,989,-48,3241504
12,989,-48,3244168
12,928,24,3246840
14,978,-18,3249512
13,996,-34,3252184
13,996,-34,3254848
-4,882,-205,3257520
4,931,-139,3260184
10,972,-97,3262856
10,972,-97,3265528
10,972,-97,3268192
9,921,-92,3270864
12,953,-74,3273536
14,990,-69,3276200
14,990,-69,3278872
-2,825,-163,3281544
4,908,-120,3284208
9,974,-92,3286880
10,980,-92,3289552
10,980,-92,3292216
38,976,21,3294888
24,997,7,3297560
22,1005,14,3300224
22,1005,14,3302896
13,800,56,3305568
12,906,79,3308232
12,943,89,3310904
12,943,89,3313568
12,943,89,3316240
12,943,89,3318904
12,943,89,3321576
12,943,89,3324248
12,943,89,3326912
12,943,89,3329584
12,943,89,3332248
12,943,89,3334920
12,943,89,3337584
