11,985,98,11002376
11,985,98,11005032
11,985,98,11007696
11,985,98,11010368
11,985,98,11013040
11,920,95,11015704
11,963,97,11018376
11,984,99,11021048
11,984,99,11023712
11,984,99,11026384
11,984,99,11029048
11,984,99,11031720
11,984,99,11034392
11,984,99,11037056
11,984,99,11039728
11,984,99,11042392
10,807,91,11045064
12,939,57,11047736
13,959,31,11050408
13,959,31,11053072
15,902,-11,11055744
16,964,-57,11058416
14,1001,-54,11061080
14,1001,-54,11063752
38,921,-72,11066424
26,952,-68,11069088
20,985,-84,11071760
20,985,-84,11074432
22,867,-132,11077096
18,960,-109,11079768
15,977,-86,11082440
15,997,-73,11085112
15,997,-73,11087776
49,1023,-12,11090448
32,1023,-29,11093112
26,1031,-41,11095784
26,1031,-41,11098456
26,906,-96,11101120
20,963,-59,11103792
21,977,-61,11106464
21,977,-61,11109128
-16,885,3,11111800
-4,955,-13,11114472
4,992,-30,11117136
4,992,-30,11119808
6,889,22,11122480
10,948,-8,11125144
10,983,-22,11127816
11,988,-29,11130488
11,988,-29,11133152
6,994,-10,11135824
11,1009,-23,11138488
12,1013,-29,11141160
12,1013,-29,11143832
20,950,-22,11146496
16,981,-31,11149168
15,993,-31,11151832
15,993,-31,11154504
54,1043,-30,11157176
36,1038,-42,11159840
27,1040,-34,11162512
27,1040,-34,11165184
1,914,-39,11167848
7,967,-35,11170520
11,993,-31,11173192
11,993,-31,11175856
-13,873,67,11178528
4,948,17,11181192
0,984,4,11183864
6,987,-7,11186536
6,987,-7,11189200
25,925,-2,11191872
18,950,-15,11194544
25,995,-15,11197208
25,995,-15,11199872
-55,926,6,11202544
-15,1001,-13,11205216
1,1003,-22,11207880
-1,1002,-26,11210552
19,896,0,11213216
25,963,-7,11215888
13,994,-1,11218560
16,992,8,11221232
16,992,8,11223896
5,914,30,11226568
6,966,38,11229240
7,981,41,11231904
7,981,41,11234576
9,904,39,11237240
9,958,42,11239912
9,987,42,11242584
9,989,42,11245256
9,989,42,11247920
9,989,42,11250592
9,926,41,11253264
9,970,41,11255928
9,991,41,11258600
9,991,41,11261272
10,905,40,11263936
10,963,41,11266608
