11,987,75,6392120
11,987,75,6394776
11,987,75,6397440
11,987,75,6400112
11,987,75,6402776
11,987,75,6405448
11,987,75,6408112
12,942,77,6410784
12,975,77,6413456
12,985,77,6416120
12,985,77,6418792
12,985,77,6421456
12,985,77,6424128
12,985,77,6426792
12,985,77,6429464
10,935,75,6432136
11,897,78,6434800
12,936,57,6437472
12,936,57,6440136
14,896,-137,6442808
18,956,-127,6445480
12,978,-98,6448152
12,978,-98,6450816
20,876,-200,6453488
17,932,-136,6456152
14,975,-108,6458824
14,975,-108,6461496
14,975,-108,6464160
31,1008,-24,6466832
22,1008,-43,6469496
21,1017,-51,6472168
21,1017,-51,6474840
9,842,-37,6477504
9,935,-41,6480176
9,960,-48,6482848
11,969,-62,6485512
11,969,-62,6488184
35,1015,-84,6490848
26,1014,-69,6493520
18,1007,-57,6496184
18,1007,-57,6498856
64,896,-130,6501528
43,960,-99,6504192
29,1003,-80,6506864
29,1003,-80,6509536
-1,858,19,6512200
5,932,-11,6514872
11,970,-32,6517544
10,979,-34,6520216
10,979,-34,6522880
31,983,-17,6525552
20,1001,-33,6528216
18,1013,-29,6530888
18,1013,-29,6533560
1,892,-122,6536224
3,947,-75,6538896
10,978,-60,6541568
10,978,-60,6544240
68,996,4,6546904
42,1021,-15,6549576
27,1020,-16,6552248
27,1020,-16,6554912
27,1020,-16,6557584
9,864,-61,6560248
12,941,-40,6562920
11,975,-29,6565592
13,988,-31,6568256
13,988,-31,6570928
15,893,-1,6573600
14,955,-20,6576264
13,978,-14,6578936
13,978,-14,6581608
34,976,-2,6584272
36,1012,-11,6586944
14,1007,-11,6589616
14,1007,-11,6592280
2,870,16,6594952
8,948,2,6597616
9,978,-12,6600288
9,978,-12,6602952
-1,898,27,6605624
3,970,16,6608296
10,984,11,6610960
10,988,13,6613632
10,988,13,6616296
9,962,55,6618968
9,988,53,6621640
9,995,52,6624304
9,995,52,6626976
7,942,43,6629648
7,978,44,6632312
7,990,44,6634984
7,990,44,6637656
7,990,44,6640320
7,990,44,6642992
7,990,44,6645656
7,990,44,6648328
7,990,44,6650992
7,990,44,6653664
7,990,44,6656328
