-2,985,114,131576
-2,985,116,141816
-1,966,86,158200
1,1003,-102,169464
-12,997,-2,179704
-3,990,-53,190968
2,996,-62,202232
9,983,-55,212472
2,980,-30,222712
-5,991,-65,232952
8,997,-62,246264
4,1007,-57,256504
-1,976,-41,266744
9,1015,-65,276984
-5,990,-69,287224
3,1021,-56,297464
6,974,-64,307704
10,1018,-66,318968
8,1008,-62,329208
1,994,-81,340472
