...8,994,52,5650008
8,994,52,5652664
8,994,52,5655328
8,994,52,5657992
8,994,52,5660664
8,994,52,5663328
8,994,52,5666000
8,994,52,5668664
8,994,52,5671336
8,994,52,5674008
8,994,52,5676672
9,943,51,5679344
9,986,51,5682008
9,998,51,5684680
9,998,51,5687352
8,823,68,5690016
10,923,38,5692688
8,974,27,5695352
12,983,20,5698024
12,983,20,5700688
10,949,3,5703360
20,996,-1,5706032
17,1007,-2,5708696
17,1007,-2,5711368
17,1007,-2,5714032
20,970,-17,5716704
17,997,-15,5719376
26,1004,-13,5722040
26,1004,-13,5724704
2,956,-17,5727376
9,996,-16,5730048
11,1003,-19,5732712
11,1003,-19,5735384
3,927,14,5738048
6,967,1,5740720
9,988,-12,5743384
9,988,-12,5746056
9,988,-12,5748728
-23,870,30,5751392
-7,946,0,5754064
-1,968,-4,5756728
-1,968,-4,5759400
-16,901,-102,5762072
-3,961,-64,5764736
4,975,-56,5767408
4,975,-56,5770072
17,990,18,5772744
19,999,-9,5775416
14,1016,-22,5778080
14,1016,-22,5780752
68,936,19,5783416
44,976,-7,5786088
28,998,-21,5788760
27,996,-24,5791424
40,885,-164,5794096
27,946,-97,5796768
21,987,-70,5799432
18,995,-63,5802104
18,995,-63,5804768
16,942,-38,5807440
15,978,-43,5810112
13,987,-51,5812776
13,987,-51,5815448
-4,916,-51,5818112
4,975,-55,5820784
8,1001,-44,5823456
8,1001,-44,5826120
22,901,-77,5828792
19,950,-70,5831456
16,998,-57,5834128
16,998,-57,5836800
13,948,-42,5839464
14,987,-49,5842136
9,999,-51,5844808
14,1007,-55,5847472
14,1007,-55,5850144
38,927,-67,5852808
27,963,-69,5855480
25,964,-79,5858152
25,964,-79,5860816
17,920,-73,5863488
16,963,-77,5866152
16,983,-81,5868824
16,983,-81,5871488
16,983,-81,5874160
4,765,56,5876824
8,895,73,5879496
12,938,79,5882168
12,938,79,5884832
12,938,79,5887504
12,938,79,5890168
12,942,83,5892840
12,977,85,5895512
12,985,87,5898176
12,985,87,5900848
12,985,87,5903512
12,985,87,5906184
12,985,87,5908856
12,985,87,5911520
12,985,87,5914192
