11,985,91,4259032
11,985,91,4261688
10,884,87,4264352
10,948,90,4267024
10,978,91,4269688
10,984,91,4272360
10,984,91,4275032
10,984,91,4277696
9,931,89,4280368
9,970,93,4283040
10,985,94,4285704
10,985,94,4288376
10,985,94,4291040
4,806,75,4293712
10,848,73,4296384
9,965,21,4299056
9,965,21,4301720
-30,890,-16,4304392
-8,949,-52,4307064
2,982,-72,4309728
5,1003,-72,4312400
5,1003,-72,4315064
3,860,-121,4317736
10,931,-95,4320408
12,952,-87,4323072
12,952,-87,4325744
17,935,-89,4328416
15,991,-73,4331080
19,991,-69,4333752
19,991,-69,4336424
13,845,-71,4339088
12,913,-66,4341760
14,958,-67,4344432
14,958,-67,4347096
2,831,-59,4349768
6,915,-55,4352440
8,979,-42,4355104
8,974,-37,4357776
8,974,-37,4360440
-40,963,-64,4363112
-18,998,-51,4365784
-12,1001,-46,4368456
-12,1001,-46,4371120
25,972,-30,4373792
18,998,-40,4376464
17,995,-42,4379128
17,995,-42,4381800
-15,1079,-100,4384464
-3,1052,-67,4387136
2,1041,-61,4389808
2,1041,-61,4392472
30,923,7,4395144
18,968,-10,4397816
16,990,-22,4400480
16,990,-22,4403152
-24,899,-119,4405816
-8,966,-67,4408488
6,992,-47,4411160
5,997,-50,4413824
5,997,-50,4416496
17,932,-19,4419160
16,969,-26,4421832
14,983,-24,4424504
14,983,-24,4427168
13,897,14,4429840
14,945,-8,4432512
11,969,-9,4435176
11,969,-9,4437848
11,969,-9,4440512
24,910,-11,4443184
20,949,-14,4445856
22,998,-14,4448520
22,998,-14,4451192
26,880,-14,4453864
16,950,-23,4456528
23,989,-19,4459200
23,989,-19,4461872
9,896,-9,4464536
15,961,-9,4467208
7,990,-4,4469880
8,995,-9,4472544
5,919,-8,4475216
7,967,16,4477880
7,994,30,4480552
7,997,33,4483224
7,997,33,4485888
7,997,33,4488560
7,997,33,4491224
7,997,33,4493896
7,997,33,4496568
7,997,33,4499232
9,920,41,4501904
9,966,41,4504568
9,990,41,4507240
9,990,41,4509912
9,990,41,4512576
9,990,41,4515248
9,936,43,4517912
9,975,43,4520584
9,990,43,4523256
